event_pk,line_out_depth,date_chl,collected_chl,hakai_id_chl,work_area_chl,site_id,lat_chl,long_chl,sampling_bout_chl,pressure_transducer_depth_chl,chl_phaeo_quality_level,chla_final_Bulk GF/F,chla_final_GF/F,date_nuts,collected_nuts,hakai_id_nuts,work_area_nuts,lat_nuts,long_nuts,sampling_bout_nuts,pressure_transducer_depth_nuts,nh4_,no2_no3_um,no2_no3_ugl,no2_no3_units,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,quality_level,date,collected_poms,hakai_id,work_area,lat,long,sampling_bout,pressure_transducer_depth,acidified,acidification_method,volume,part,screen_size,preserved,analyzed,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,total_beam_n,ug_n,per_n,delta_air,corr_delta15n,total_beam_c,ug_c,per_c,delta_pdb,corr_delta13c,c_n,analyzing_lab,c_flag,n_flag,c_n_flag,row_flag,quality_level_poms,year,month,day,min_bottle_collection_t,max_bottle_collection_t,time_diff_mins,discrete_sample_timediff_flag,median_discrete_collected
416,0,2015-03-18,2015-03-18T16:02:55Z,QCHL754,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,3.26617440297842,0.055495263451341,2015-03-18,2015-03-18T16:02:55Z,QNUT382,QUADRA,50.0307000000001,-125.0992,1,NA,NA,5.91838244068247,NA,uM,NA,NA,NA,NA,NA,0.637,12.3245520986856,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF387,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.7,NA,25,NA,NA,67.9633037287165,NA,NA,6.83134155461826,NA,316.62995218974,NA,NA,-19.1652637170568,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,0,2015-03-18,2015-03-18T16:02:55Z,QCHL754,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,3.26617440297842,0.055495263451341,2015-03-18,2015-03-18T16:02:55Z,QNUT382,QUADRA,50.0307000000001,-125.0992,1,NA,NA,5.91838244068247,NA,uM,NA,NA,NA,NA,NA,0.637,12.3245520986856,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF388,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.9,NA,25,NA,NA,32.3239365647164,NA,NA,6.71656316513625,NA,179.899001684661,NA,NA,-19.883019507529202,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,5,2015-03-18,2015-03-18T16:02:55Z,QCHL755,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,3.3384576888523,0.0525938121455331,2015-03-18,2015-03-18T16:02:55Z,QNUT383,QUADRA,50.0307000000001,-125.0992,1,NA,NA,6.01179442375035,NA,uM,NA,NA,NA,NA,NA,0.638,12.3966463072534,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF385,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.9,NA,25,NA,NA,49.9485374700861,NA,NA,6.64941020102524,NA,221.809707600691,NA,NA,-18.5630373583813,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,5,2015-03-18,2015-03-18T16:02:55Z,QCHL755,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,3.3384576888523,0.0525938121455331,2015-03-18,2015-03-18T16:02:55Z,QNUT383,QUADRA,50.0307000000001,-125.0992,1,NA,NA,6.01179442375035,NA,uM,NA,NA,NA,NA,NA,0.638,12.3966463072534,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF386,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.8,NA,25,NA,NA,27.7322298224861,NA,NA,7.22996129518569,NA,148.202953682126,NA,NA,-19.2060844953413,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,10,2015-03-18,2015-03-18T16:02:55Z,QCHL757,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,8.44428377803399,0.0409892719061583,2015-03-18,2015-03-18T16:02:55Z,QNUT384,QUADRA,50.0307000000001,-125.0992,1,NA,NA,6.63428298942126,NA,uM,NA,NA,NA,NA,NA,0.7,12.6940251337884,NA,NA,NA,NA,NA,Technicianm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,30,2015-03-18,2015-03-18T16:02:55Z,QCHL756,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.665227602214533,0.0364193068934646,2015-03-18,2015-03-18T16:02:55Z,QNUT385,QUADRA,50.0307000000001,-125.0992,1,NA,NA,24.1515746506648,NA,uM,NA,NA,NA,NA,NA,2.085,42.222115199688,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF383,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,38,NA,25,NA,NA,11.6770812818223,NA,NA,4.36963093720744,NA,65.7301581042547,NA,NA,-22.0090138380201,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,30,2015-03-18,2015-03-18T16:02:55Z,QCHL756,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.665227602214533,0.0364193068934646,2015-03-18,2015-03-18T16:02:55Z,QNUT385,QUADRA,50.0307000000001,-125.0992,1,NA,NA,24.1515746506648,NA,uM,NA,NA,NA,NA,NA,2.085,42.222115199688,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF384,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.8,NA,25,NA,NA,10.8523883672323,NA,NA,4.06778140089713,NA,64.041944523937,NA,NA,-21.6396461081968,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,50,2015-03-18,2015-03-18T16:02:55Z,QCHL758,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.321715754351814,NA,2015-03-18,2015-03-18T16:02:55Z,QNUT386,QUADRA,50.0307000000001,-125.0992,1,NA,NA,26.9606086174002,NA,uM,NA,NA,NA,NA,NA,2.251,49.347595162854,NA,NA,NA,NA,NA,Technicianm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,100,2015-03-18,2015-03-18T16:02:55Z,QCHL759,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.11480360990783,NA,2015-03-18,2015-03-18T16:02:55Z,QNUT387,QUADRA,50.0307000000001,-125.0992,1,NA,NA,30.2335988891867,NA,uM,NA,NA,NA,NA,NA,2.435,50.8418416515193,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF381,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.6,NA,25,NA,NA,8.85062286337734,NA,NA,4.73237245081033,NA,41.7394968559871,NA,NA,-22.1444420515223,NA,UCDAVISSIF,SVC,SVD,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
416,100,2015-03-18,2015-03-18T16:02:55Z,QCHL759,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.11480360990783,NA,2015-03-18,2015-03-18T16:02:55Z,QNUT387,QUADRA,50.0307000000001,-125.0992,1,NA,NA,30.2335988891867,NA,uM,NA,NA,NA,NA,NA,2.435,50.8418416515193,NA,NA,NA,NA,NA,Technicianm,2015-03-18,2015-03-18T16:02:55Z,QF382,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-18T16:02:14Z,NA,1,37.9,NA,25,NA,NA,7.51645968451414,NA,NA,4.67136047686574,NA,50.2424362732983,NA,NA,-23.5828046563584,NA,UCDAVISSIF,SVC,SVD,NA,Results,Technician,2015,3,77,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
